# OS:        Windows 11 (22631) (x86_64)
# CPU:       Intel(R) Core(TM) i9-9900 CPU @ 3.10GHz (8 physical / 16 logical cores, 3096 MHz)
# RAM:       31.8 GiB
# toolchain: rustc 1.96.0 (ac68faa20 2026-05-25)
# fast-tiff-lib: 0.17.0 (path dependency)
# tiff (rust): 0.11 | TinyTIFF: vendored | libtiff: vendored
# libtiff:   LIBTIFF, Version 4.7.2 (vendored)
family,run,format,compression,predictor,strips,bigtiff,width,height,frames,reader,ok,reason,open_us,mean_us,min_us,total_read_ms,mb_s,rel,write_mb_s
"256x256 f32 none","256x256 f32 none / 10 frames",f32,none,false,1,false,256,256,10,tinytiff,true,"",87.500,33.7444,16.7000,0.3581,7408.627,1.0000,2130.4
"256x256 f32 none","256x256 f32 none / 10 frames",f32,none,false,1,false,256,256,10,libtiff,true,"",79.900,69.9444,54.2000,0.7566,3574.265,2.0728,2130.4
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,raw,true,"",30.200,34.3722,18.7000,3.6421,7273.315,0.8159,3623.2
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,fast-tiff,true,"",105.300,75.1911,72.1000,7.5623,3324.861,1.7848,3623.2
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,fast-tiff-preload,true,"",83.200,100.0010,100.0010,10.0001,2499.975,2.3738,3623.2
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,tiff-rs,true,"",156.200,107.9744,39.1000,11.0098,2315.363,2.5630,3623.2
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,tinytiff,true,"",98.600,42.1278,29.2000,4.4688,5934.327,1.0000,3623.2
"256x256 f32 none","256x256 f32 none / 100 frames",f32,none,false,1,false,256,256,100,libtiff,true,"",95.800,75.4667,54.5000,7.7057,3312.721,1.7914,3623.2
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,raw,true,"",32.800,36.4347,20.1000,39.0424,6861.597,0.8220,3963.6
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,fast-tiff,true,"",290.300,81.6402,71.9000,83.6613,3062.216,1.8418,3963.6
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,fast-tiff-preload,true,"",279.300,109.9827,109.9827,109.9827,2273.085,2.4812,3963.6
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,tiff-rs,true,"",160.400,108.4148,38.0000,111.6430,2305.959,2.4459,3963.6
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,tinytiff,true,"",163.700,44.3259,31.4000,46.6390,5640.045,1.0000,3963.6
"256x256 f32 none","256x256 f32 none / 1000 frames",f32,none,false,1,false,256,256,1000,libtiff,true,"",103.800,77.3772,58.1000,79.7236,3230.925,1.7456,3963.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,raw,true,"",36.300,37.6063,17.6000,402.1744,6647.826,0.5121,2580.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,fast-tiff,true,"",1995.100,73.4398,69.9000,749.1287,3404.151,1.0000,2580.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,fast-tiff-preload,true,"",2205.300,131.4658,131.4658,1314.6577,1901.636,1.7901,2580.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,tiff-rs,true,"",165.900,109.1727,88.1000,1133.9248,2289.949,1.4866,2580.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,tinytiff,false,"open failed",0.000,0.0000,0.0000,0.0000,0.000,0.0000,2580.6
"256x256 f32 none","256x256 f32 none / 10000 frames",f32,none,false,1,false,256,256,10000,libtiff,true,"",157.400,79.9899,70.8000,819.0898,3125.396,1.0892,2580.6
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,raw,true,"",28.900,19.7000,19.7000,0.0197,6345.178,0.0575,54.3
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,fast-tiff,true,"",47.200,684.0000,684.0000,0.6840,182.749,1.9971,54.3
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,fast-tiff-preload,true,"",47.600,623.1000,623.1000,0.6231,200.610,1.8193,54.3
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,tiff-rs,true,"",106.600,749.0000,749.0000,0.7490,166.889,2.1869,54.3
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,54.3
"256x256 u16 lzw","256x256 u16 lzw / 1 frames",u16,lzw,false,1,false,256,256,1,libtiff,true,"",78.400,342.5000,342.5000,0.3425,364.964,1.0000,54.3
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,raw,true,"",27.400,9.9556,8.8000,0.1061,12555.804,0.0426,76.0
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,fast-tiff,true,"",64.400,526.1778,521.9000,5.4039,237.562,2.2490,76.0
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,fast-tiff-preload,true,"",51.600,233.9600,233.9600,2.3396,534.279,1.0000,76.0
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,tiff-rs,true,"",116.700,770.3667,699.8000,7.7499,162.260,3.2927,76.0
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,76.0
"256x256 u16 lzw","256x256 u16 lzw / 10 frames",u16,lzw,false,1,false,256,256,10,libtiff,true,"",80.300,346.2111,333.4000,3.4825,361.051,1.4798,76.0
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,raw,true,"",30.000,16.0611,10.5000,1.7601,7782.774,0.1165,78.7
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,fast-tiff,true,"",87.300,530.4267,523.8000,54.4787,235.659,3.8488,78.7
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,fast-tiff-preload,true,"",96.600,137.8150,137.8150,13.7815,907.013,1.0000,78.7
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,tiff-rs,true,"",178.100,786.4556,702.9000,79.9335,158.941,5.7066,78.7
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,78.7
"256x256 u16 lzw","256x256 u16 lzw / 100 frames",u16,lzw,false,1,false,256,256,100,libtiff,true,"",125.100,351.3411,332.2000,36.1374,355.780,2.5494,78.7
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,raw,true,"",33.100,16.7854,9.0000,18.6235,7446.928,0.1315,80.2
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,fast-tiff,true,"",253.100,519.6163,508.0000,529.2734,240.562,4.0704,80.2
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,fast-tiff-preload,true,"",245.600,127.6562,127.6562,127.6562,979.193,1.0000,80.2
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,tiff-rs,true,"",164.700,776.8827,699.3000,788.9545,160.899,6.0857,80.2
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,80.2
"256x256 u16 lzw","256x256 u16 lzw / 1000 frames",u16,lzw,false,1,false,256,256,1000,libtiff,true,"",134.900,352.6604,328.3000,359.8611,354.449,2.7626,80.2
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,raw,true,"",37.200,17.2111,9.3000,192.2098,7262.764,0.0967,81.0
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,fast-tiff,true,"",2128.300,523.1068,507.8000,5337.9131,238.957,2.9403,81.0
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,fast-tiff-preload,true,"",2203.300,177.9086,177.9086,1779.0864,702.608,1.0000,81.0
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,tiff-rs,true,"",195.700,780.7245,708.0000,7951.4817,160.108,4.3883,81.0
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,81.0
"256x256 u16 lzw","256x256 u16 lzw / 10000 frames",u16,lzw,false,1,false,256,256,10000,libtiff,true,"",161.900,352.8065,327.2000,3609.5130,354.302,1.9831,81.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,raw,true,"",32.000,21.6000,21.6000,0.0216,5787.037,0.0790,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,fast-tiff,true,"",47.800,330.4000,330.4000,0.3304,378.329,1.2080,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,fast-tiff-preload,true,"",54.500,381.5000,381.5000,0.3815,327.654,1.3949,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,tiff-rs,true,"",140.700,476.9000,476.9000,0.4769,262.109,1.7437,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1 frames",u16,lzw,true,1,false,256,256,1,libtiff,true,"",82.700,273.5000,273.5000,0.2735,457.038,1.0000,25.1
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,raw,true,"",28.700,10.5444,9.3000,0.1115,11854.584,0.0636,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,fast-tiff,true,"",52.900,285.0222,280.5000,2.8911,438.562,1.7194,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,fast-tiff-preload,true,"",52.700,165.7700,165.7700,1.6577,754.057,1.0000,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,tiff-rs,true,"",128.400,501.8667,430.0000,5.0413,249.070,3.0275,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10 frames",u16,lzw,true,1,false,256,256,10,libtiff,true,"",86.200,269.8111,249.7000,2.7901,463.287,1.6276,96.4
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,raw,true,"",29.700,16.7200,11.2000,1.8397,7476.077,0.1693,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,fast-tiff,true,"",89.000,284.5189,279.9000,29.0885,439.338,2.8803,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,fast-tiff-preload,true,"",91.900,98.7810,98.7810,9.8781,1265.426,1.0000,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,tiff-rs,true,"",166.800,510.5244,429.9000,52.1611,244.846,5.1682,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 100 frames",u16,lzw,true,1,false,256,256,100,libtiff,true,"",118.300,276.5300,253.4000,28.2961,452.031,2.7994,113.0
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,raw,true,"",30.700,16.4341,8.8000,18.3149,7606.131,0.1372,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,fast-tiff,true,"",279.600,276.6422,274.3000,281.9346,451.847,2.3093,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,fast-tiff-preload,true,"",253.000,119.7935,119.7935,119.7935,1043.462,1.0000,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,tiff-rs,true,"",164.200,497.2332,421.7000,505.5482,251.391,4.1508,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 1000 frames",u16,lzw,true,1,false,256,256,1000,libtiff,true,"",239.300,270.2112,265.9000,276.6466,462.601,2.2556,113.9
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,raw,true,"",34.900,17.2236,9.2000,192.3382,7257.498,0.0897,115.5
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,fast-tiff,true,"",2173.000,278.3513,270.3000,2842.3381,449.073,1.4495,115.5
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,fast-tiff-preload,true,"",2242.700,192.0324,192.0324,1920.3240,650.932,1.0000,115.5
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,tiff-rs,true,"",255.300,497.5448,423.4000,5087.6998,251.234,2.5909,115.5
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,115.5
"256x256 u16 lzw+pred","256x256 u16 lzw+pred / 10000 frames",u16,lzw,true,1,false,256,256,10000,libtiff,true,"",151.200,270.6863,250.3000,2772.0844,461.789,1.4096,115.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,raw,true,"",29.000,19.2000,19.2000,0.0192,6510.417,0.1029,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,fast-tiff,true,"",47.300,191.8000,191.8000,0.1918,651.721,1.0284,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,fast-tiff-preload,true,"",151.900,255.6000,255.6000,0.2556,489.045,1.3705,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,tiff-rs,true,"",120.900,186.5000,186.5000,0.1865,670.241,1.0000,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1 frames",u16,deflate,true,1,false,256,256,1,libtiff,true,"",85.300,192.7000,192.7000,0.1927,648.677,1.0332,68.7
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,raw,true,"",29.400,10.1111,9.3000,0.1100,12362.637,0.0668,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,fast-tiff,true,"",48.900,151.2889,149.5000,1.5313,826.234,1.0000,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,fast-tiff-preload,true,"",49.800,155.0500,155.0500,1.5505,806.192,1.0249,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,tiff-rs,true,"",120.500,222.1000,157.7000,2.2441,562.810,1.4681,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10 frames",u16,deflate,true,1,false,256,256,10,libtiff,true,"",81.900,199.2556,179.4000,2.0051,627.335,1.3171,97.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,raw,true,"",30.600,15.7922,10.1000,1.7316,7915.289,0.1911,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,fast-tiff,true,"",88.000,146.4600,145.3000,14.9013,853.475,1.7723,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,fast-tiff-preload,true,"",75.300,82.6380,82.6380,8.2638,1512.621,1.0000,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,tiff-rs,true,"",152.800,226.6978,156.9000,23.3242,551.395,2.7433,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 100 frames",u16,deflate,true,1,false,256,256,100,libtiff,true,"",107.700,205.5200,181.5000,21.4488,608.213,2.4870,101.2
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,raw,true,"",32.100,16.8464,8.9000,18.7015,7419.963,0.1495,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,fast-tiff,true,"",256.300,145.9446,142.3000,149.0096,856.490,1.2948,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,fast-tiff-preload,true,"",256.400,112.7154,112.7154,112.7154,1108.988,1.0000,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,tiff-rs,true,"",232.700,229.3558,154.2000,233.4758,545.005,2.0348,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 1000 frames",u16,deflate,true,1,false,256,256,1000,libtiff,true,"",175.300,196.9094,173.3000,201.9906,634.810,1.7470,102.5
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,raw,true,"",35.900,17.6410,9.8000,196.3274,7085.762,0.1201,102.1
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,fast-tiff,true,"",2202.700,146.9421,142.0000,1502.7493,850.675,1.0000,102.1
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,fast-tiff-preload,true,"",2178.900,173.2880,173.2880,1732.8796,721.343,1.1793,102.1
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,tiff-rs,true,"",166.300,224.7819,154.7000,2301.3401,556.095,1.5297,102.1
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,102.1
"256x256 u16 deflate+pred","256x256 u16 deflate+pred / 10000 frames",u16,deflate,true,1,false,256,256,10000,libtiff,true,"",141.200,196.4059,170.8000,2013.9444,636.437,1.3366,102.1
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,raw,true,"",46.700,21.3000,21.3000,0.0213,5868.545,0.1452,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,fast-tiff,true,"",47.200,152.7000,152.7000,0.1527,818.599,1.0409,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,fast-tiff-preload,true,"",50.100,195.4000,195.4000,0.1954,639.713,1.3320,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1 frames",u16,zstd,true,1,false,256,256,1,libtiff,true,"",81.700,146.7000,146.7000,0.1467,852.079,1.0000,151.6
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,raw,true,"",30.500,11.4111,10.2000,0.1211,10954.236,0.0914,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,fast-tiff,true,"",50.100,124.8111,122.3000,1.2655,1001.513,1.0000,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,fast-tiff-preload,true,"",51.100,176.3400,176.3400,1.7634,708.858,1.4129,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10 frames",u16,zstd,true,1,false,256,256,10,libtiff,true,"",124.300,237.4111,143.2000,2.5021,526.513,1.9022,302.5
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,raw,true,"",32.100,16.1856,10.3000,1.7763,7722.935,0.1974,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,fast-tiff,true,"",88.400,123.3500,122.0000,12.4140,1013.377,1.5041,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,fast-tiff-preload,true,"",74.300,82.0090,82.0090,8.2009,1524.223,1.0000,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 100 frames",u16,zstd,true,1,false,256,256,100,libtiff,true,"",90.100,186.1789,141.9000,18.8188,671.397,2.2702,338.0
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,raw,true,"",32.100,17.0519,8.9000,18.9513,7330.566,0.1427,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,fast-tiff,true,"",303.400,120.5813,117.9000,125.0398,1036.645,1.0094,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,fast-tiff-preload,true,"",255.600,119.4564,119.4564,119.4564,1046.407,1.0000,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 1000 frames",u16,zstd,true,1,false,256,256,1000,libtiff,true,"",93.700,176.8953,165.2000,180.4335,706.633,1.4808,342.4
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,raw,true,"",36.100,17.0602,8.9000,190.9155,7326.990,0.1437,357.7
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,fast-tiff,true,"",2159.900,118.7163,115.9000,1211.3189,1052.930,1.0000,357.7
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,fast-tiff-preload,true,"",2305.800,171.3261,171.3261,1713.2607,729.603,1.4432,357.7
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,357.7
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,357.7
"256x256 u16 zstd+pred","256x256 u16 zstd+pred / 10000 frames",u16,zstd,true,1,false,256,256,10000,libtiff,true,"",115.700,173.6631,135.0000,1786.8780,719.784,1.4628,357.7
