# OS:        Windows 11 (22631) (x86_64)
# CPU:       Intel(R) Core(TM) i9-9900 CPU @ 3.10GHz (8 physical / 16 logical cores, 3096 MHz)
# RAM:       31.8 GiB
# toolchain: rustc 1.96.0 (ac68faa20 2026-05-25)
# fast-tiff-lib: 0.17.0 (path dependency)
# tiff (rust): 0.11 | TinyTIFF: vendored | libtiff: vendored
# libtiff:   LIBTIFF, Version 4.7.2 (vendored)
family,run,format,compression,predictor,strips,bigtiff,width,height,frames,reader,ok,reason,open_us,mean_us,min_us,total_read_ms,mb_s,rel,write_mb_s
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,raw,true,"",31.300,23.2000,23.2000,0.0232,5387.931,0.6517,148.0
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,fast-tiff,true,"",48.500,82.2000,82.2000,0.0822,1520.681,2.3090,148.0
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,fast-tiff-preload,true,"",47.600,114.1000,114.1000,0.1141,1095.530,3.2051,148.0
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,tiff-rs,true,"",112.400,4793.8000,4793.8000,4.7938,26.075,134.6573,148.0
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,148.0
"256x256 u16 packbits","256x256 u16 packbits / 1 frames",u16,packbits,false,1,false,256,256,1,libtiff,true,"",207.500,35.6000,35.6000,0.0356,3511.236,1.0000,148.0
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,raw,true,"",29.100,10.9444,9.5000,0.1156,11421.320,0.2486,486.9
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,fast-tiff,true,"",51.900,44.0222,41.1000,0.4861,2839.475,1.0000,486.9
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,fast-tiff-preload,true,"",51.100,126.1400,126.1400,1.2614,990.962,2.8654,486.9
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,tiff-rs,true,"",116.600,4594.8333,4523.5000,46.0600,27.204,104.3753,486.9
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,486.9
"256x256 u16 packbits","256x256 u16 packbits / 10 frames",u16,packbits,false,1,false,256,256,10,libtiff,true,"",95.600,49.3222,32.3000,0.5280,2534.355,1.1204,486.9
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,raw,true,"",30.300,17.2789,11.6000,1.9002,7234.261,0.3667,689.3
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,fast-tiff,true,"",103.400,47.1244,43.8000,4.7483,2652.551,1.0000,689.3
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,fast-tiff-preload,true,"",80.400,82.5670,82.5670,8.2567,1513.922,1.7521,689.3
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,tiff-rs,true,"",160.600,4567.1189,4412.6000,459.8521,27.370,96.9161,689.3
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,689.3
"256x256 u16 packbits","256x256 u16 packbits / 100 frames",u16,packbits,false,1,false,256,256,100,libtiff,true,"",120.500,49.5311,33.6000,5.2206,2523.666,1.0511,689.3
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,raw,true,"",33.300,16.7289,9.1000,18.5616,7472.104,0.3692,726.7
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,fast-tiff,true,"",322.500,45.3100,42.5000,47.2727,2758.773,1.0000,726.7
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,fast-tiff-preload,true,"",264.000,114.2814,114.2814,114.2814,1093.791,2.5222,726.7
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,tiff-rs,true,"",248.800,4543.3062,4365.0000,4578.3479,27.513,100.2716,726.7
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,726.7
"256x256 u16 packbits","256x256 u16 packbits / 1000 frames",u16,packbits,false,1,false,256,256,1000,libtiff,true,"",129.200,50.9906,34.2000,52.4487,2451.434,1.1254,726.7
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,raw,true,"",36.000,17.2426,9.1000,192.9755,7249.496,0.3748,730.8
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,fast-tiff,true,"",2138.900,46.0074,43.5000,471.5875,2716.957,1.0000,730.8
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,fast-tiff-preload,true,"",2270.700,169.4174,169.4174,1694.1741,737.823,3.6824,730.8
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,tiff-rs,true,"",165.100,4503.3327,4314.4000,45428.3600,27.757,97.8829,730.8
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,730.8
"256x256 u16 packbits","256x256 u16 packbits / 10000 frames",u16,packbits,false,1,false,256,256,10000,libtiff,true,"",184.700,51.8249,33.5000,531.7338,2411.966,1.1264,730.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,raw,true,"",27.400,26.1000,26.1000,0.0261,9578.544,0.0581,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,fast-tiff,true,"",44.400,716.6000,716.6000,0.7166,348.870,1.5953,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,fast-tiff-preload,true,"",47.900,760.4000,760.4000,0.7604,328.774,1.6928,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1 frames",f32,zstd,true,1,false,256,256,1,libtiff,true,"",80.500,449.2000,449.2000,0.4492,556.545,1.0000,222.9
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,raw,true,"",31.300,32.0111,29.0000,0.3363,7809.788,0.1368,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,fast-tiff,true,"",54.200,679.3444,666.3000,6.8663,368.002,2.9022,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,fast-tiff-preload,true,"",58.600,234.0800,234.0800,2.3408,1068.011,1.0000,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10 frames",f32,zstd,true,1,false,256,256,10,libtiff,true,"",85.200,481.0000,447.6000,4.8814,519.751,2.0549,351.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,raw,true,"",29.800,33.0211,19.5000,3.5017,7570.914,0.2202,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,fast-tiff,true,"",85.100,659.8656,649.9000,67.0862,378.865,4.4000,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,fast-tiff-preload,true,"",102.300,149.9710,149.9710,14.9971,1666.989,1.0000,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 100 frames",f32,zstd,true,1,false,256,256,100,libtiff,true,"",91.500,476.4989,425.7000,48.3243,524.660,3.1773,383.8
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,raw,true,"",36.100,34.5871,18.5000,36.5545,7228.126,0.2104,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,fast-tiff,true,"",268.200,642.0009,626.5000,652.6069,389.408,3.9046,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,fast-tiff-preload,true,"",267.100,164.4226,164.4226,164.4226,1520.472,1.0000,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 1000 frames",f32,zstd,true,1,false,256,256,1000,libtiff,true,"",95.100,464.2071,418.9000,471.3815,538.553,2.8233,396.6
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,raw,true,"",35.900,37.8865,17.8000,404.2577,6598.657,0.1895,406.0
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,fast-tiff,true,"",2133.300,642.0636,624.4000,6528.4838,389.370,3.2108,406.0
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,fast-tiff-preload,true,"",2321.400,199.9703,199.9703,1999.7029,1250.186,1.0000,406.0
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,406.0
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,406.0
"256x256 f32 zstd+pred","256x256 f32 zstd+pred / 10000 frames",f32,zstd,true,1,false,256,256,10000,libtiff,true,"",100.700,458.5245,420.2000,4672.9548,545.227,2.2930,406.0
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,raw,true,"",37.200,31.2000,31.2000,0.0312,6009.615,1.0331,54.2
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,fast-tiff,true,"",64.400,94.3000,94.3000,0.0943,1988.335,3.1225,54.2
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,54.2
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,tiff-rs,true,"",163.900,30.2000,30.2000,0.0302,6208.609,1.0000,54.2
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,54.2
"256x256 rgb8 none","256x256 rgb8 none / 1 frames",rgb8,none,false,1,false,256,256,1,libtiff,true,"",106.900,48.7000,48.7000,0.0487,3850.103,1.6126,54.2
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,raw,true,"",31.600,16.8778,15.4000,0.1763,11109.282,0.3344,941.0
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,fast-tiff,true,"",59.100,50.4667,47.9000,0.5152,3715.324,1.0000,941.0
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,941.0
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,tiff-rs,true,"",114.900,85.8333,19.4000,0.8786,2184.466,1.7008,941.0
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,941.0
"256x256 rgb8 none","256x256 rgb8 none / 10 frames",rgb8,none,false,1,false,256,256,10,libtiff,true,"",80.700,52.7333,36.9000,0.5341,3555.626,1.0449,941.0
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,raw,true,"",30.300,23.5989,13.7000,2.5444,7945.289,0.4233,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,fast-tiff,true,"",113.600,55.7456,47.0000,5.8184,3363.497,1.0000,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,tiff-rs,true,"",207.600,106.8267,19.7000,11.2035,1755.180,1.9163,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 100 frames",rgb8,none,false,1,false,256,256,100,libtiff,true,"",107.700,64.0767,46.2000,6.4715,2926.182,1.1494,3025.5
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,raw,true,"",34.100,27.0684,15.4000,29.9986,6926.885,0.5251,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,fast-tiff,true,"",500.700,51.5472,47.2000,52.4461,3637.441,1.0000,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,tiff-rs,true,"",169.300,102.0107,18.6000,105.9675,1838.043,1.9790,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 1000 frames",rgb8,none,false,1,false,256,256,1000,libtiff,true,"",122.400,66.9131,47.9000,68.5866,2802.141,1.2981,4012.8
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,raw,true,"",34.700,29.3376,13.6000,319.8872,6391.113,0.5697,4164.1
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,fast-tiff,true,"",5069.200,51.4932,49.1000,526.7123,3641.256,1.0000,4164.1
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,4164.1
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,tiff-rs,true,"",173.600,102.0951,56.4000,1058.7371,1836.523,1.9827,4164.1
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,4164.1
"256x256 rgb8 none","256x256 rgb8 none / 10000 frames",rgb8,none,false,1,false,256,256,10000,libtiff,true,"",191.400,64.5643,61.2000,663.1254,2904.080,1.2538,4164.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,raw,true,"",31.400,40.9000,40.9000,0.0409,9168.704,0.1250,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,fast-tiff,true,"",53.200,327.3000,327.3000,0.3273,1145.738,1.0000,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,tiff-rs,true,"",128.700,590.8000,590.8000,0.5908,634.733,1.8051,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1 frames",rgb16,deflate,true,2,false,256,256,1,libtiff,true,"",117.400,584.4000,584.4000,0.5844,641.684,1.7855,128.7
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,raw,true,"",29.200,44.4556,39.0000,0.4577,8435.391,0.1595,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,fast-tiff,true,"",65.100,278.7889,274.5000,2.8915,1345.104,1.0000,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,tiff-rs,true,"",125.000,423.1222,350.5000,4.2798,886.269,1.5177,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10 frames",rgb16,deflate,true,2,false,256,256,10,libtiff,true,"",84.100,407.2000,384.3000,4.0948,920.923,1.4606,172.0
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,raw,true,"",30.600,48.3111,40.8000,4.9781,7762.190,0.1672,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,fast-tiff,true,"",586.000,289.0256,286.0000,29.7161,1297.463,1.0000,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,tiff-rs,true,"",154.600,430.0189,349.5000,43.6949,872.055,1.4878,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 100 frames",rgb16,deflate,true,2,false,256,256,100,libtiff,true,"",95.300,401.1256,376.9000,40.7597,934.869,1.3879,179.1
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,raw,true,"",35.100,51.1509,26.1000,53.3869,7331.251,0.1867,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,fast-tiff,true,"",670.600,273.9070,270.6000,279.5915,1369.078,1.0000,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,tiff-rs,true,"",137.100,425.8946,346.4000,434.2816,880.500,1.5549,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 1000 frames",rgb16,deflate,true,2,false,256,256,1000,libtiff,true,"",119.000,403.0773,377.3000,411.3530,930.343,1.4716,187.3
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,raw,true,"",39.800,53.8814,26.5000,569.2057,6959.734,0.1947,188.4
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,fast-tiff,true,"",5722.300,276.7561,268.1000,2850.7565,1354.984,1.0000,188.4
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,fast-tiff-preload,false,"preload_frames_* is single-plane",0.000,0.0000,0.0000,0.0000,0.000,0.0000,188.4
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,tiff-rs,true,"",167.300,427.2192,346.8000,4358.8747,877.769,1.5437,188.4
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,188.4
"256x256 rgb16 deflate+pred","256x256 rgb16 deflate+pred / 10000 frames",rgb16,deflate,true,2,false,256,256,10000,libtiff,true,"",141.500,402.4875,384.0000,4110.8635,931.706,1.4543,188.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,raw,true,"",43.000,20.8000,20.8000,0.0208,6009.615,1.4444,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,fast-tiff,true,"",47.400,35.3000,35.3000,0.0353,3541.076,2.4514,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,fast-tiff-preload,true,"",44.000,87.6000,87.6000,0.0876,1426.941,6.0833,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,tiff-rs,true,"",108.100,14.4000,14.4000,0.0144,8680.556,1.0000,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1 frames",u16,none,false,1,true,256,256,1,libtiff,true,"",73.700,23.7000,23.7000,0.0237,5274.262,1.6458,110.8
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,raw,true,"",33.000,10.2333,9.1000,0.1120,12214.984,0.3184,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,fast-tiff,true,"",51.500,32.1444,30.5000,0.3248,3888.697,1.0000,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,fast-tiff-preload,true,"",47.200,106.4600,106.4600,1.0646,1174.150,3.3119,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,tiff-rs,true,"",119.300,70.0889,10.7000,0.7876,1783.450,2.1804,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10 frames",u16,none,false,1,true,256,256,10,libtiff,true,"",75.300,35.9222,21.6000,0.3646,3479.740,1.1175,1009.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,raw,true,"",31.600,18.0556,10.8000,2.0009,6923.077,0.4853,2833.2
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,fast-tiff,true,"",97.900,37.2067,33.6000,3.8154,3359.613,1.0000,2833.2
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,fast-tiff-preload,true,"",78.600,78.6230,78.6230,7.8623,1589.866,2.1131,2833.2
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,tiff-rs,true,"",150.500,83.5144,13.3000,8.6151,1496.747,2.2446,2833.2
